Source,Target,R,P
α-Solanine,Solasodine 3-O-β-D-glucopyranoside,1,6.31906059829601e-17
3-Hydroxybutyric acid,6-Methyldiosgenin 3-O-glucopyranoside,1,7.37464873052377e-23
"D-Arabinono-1,4-lactone",6-Methyldiosgenin 3-O-glucopyranoside,1,5.18203094137434e-23
9-Oxononanoic acid,6-Methyldiosgenin 3-O-glucopyranoside,1,1.36379772043432e-31
Tetradecanedioic acid,6-Methyldiosgenin 3-O-glucopyranoside,1,1.25292374231789e-33
"13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid",6-Methyldiosgenin 3-O-glucopyranoside,1,9.59936983105467e-34
"2-(3,4-dihydroxyphenyl)ethanediol 1-O-β-D-glucopyranoside",6-Methyldiosgenin 3-O-glucopyranoside,1,1.00556192170601e-22
Genistein-7-O-Glucoside (Genistin),6-Methyldiosgenin 3-O-glucopyranoside,1,6.8212523193279e-26
Isorhamnetin-3-O-(6''-acetylglucoside),6-Methyldiosgenin 3-O-glucopyranoside,1,6.02415048455079e-17
3-O-Feruloylquinic acid-O-glucoside,6-Methyldiosgenin 3-O-glucopyranoside,1,2.41481742904825e-33
Olivil-4'-O-glucoside,6-Methyldiosgenin 3-O-glucopyranoside,1,1.17516922994823e-32
Myricetin-3-O-rutinoside,6-Methyldiosgenin 3-O-glucopyranoside,1,1.82864060042734e-18
"Pinoresinol-4,4'-O-di-O-glucoside",6-Methyldiosgenin 3-O-glucopyranoside,1,1.41660947183117e-31
Funkioside_C,6-Methyldiosgenin 3-O-glucopyranoside,1,6.61653040518152e-35
"9,10-Epoxyoctadecanoic Acid",6-Methyldiosgenin 3-O-glucopyranoside,1,4.35606715183102e-34
Pennogenin 3-O-beta-chacotrioside,6-Methyldiosgenin 3-O-glucopyranoside,1,2.85178698189927e-37
"(3,4-Dimustard acyl)-fructosyl-α-D-(6-mustard acyl)glucoside",6-Methyldiosgenin 3-O-glucopyranoside,1,4.38470484228888e-38
N-Acetyl-L-leucine,6-Methyldiosgenin 3-O-glucopyranoside,1,1.14676253424624e-33
"3,4-Dimethoxybenzamide",6-Methyldiosgenin 3-O-glucopyranoside,1,5.15732506985287e-28
4-Pyridoxic acid,6-Methyldiosgenin 3-O-glucopyranoside,1,1.15173257522658e-29
Oleamide (9-Octadecenamide),6-Methyldiosgenin 3-O-glucopyranoside,1,3.16642486059245e-35
"Tricin (5,7,4'-Trihydroxy-3',5'-dimethoxyflavone)",6-Methyldiosgenin 3-O-glucopyranoside,1,7.73919949190402e-30
3-Hydroxybutyric acid,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,5.14713534198341e-19
"D-Arabinono-1,4-lactone",Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,2.55098479633673e-27
9-Oxononanoic acid,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,1.58173037049586e-36
Tetradecanedioic acid,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,1.84859844392675e-43
"13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid",Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,4.93248561682521e-46
"2-(3,4-dihydroxyphenyl)ethanediol 1-O-β-D-glucopyranoside",Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,8.56675225676171e-24
Genistein-7-O-Glucoside (Genistin),Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,7.44921716725586e-33
Taxifolin-3'-O-glucoside,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,1.10457490400093e-19
Isorhamnetin-3-O-(6''-acetylglucoside),Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,1.19513032572893e-18
3-O-Feruloylquinic acid-O-glucoside,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,5.20706074733127e-46
Olivil-4'-O-glucoside,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,2.41120962425217e-45
Myricetin-3-O-rutinoside,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,5.85820994292803e-24
"Pinoresinol-4,4'-O-di-O-glucoside",Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,6.66295120589862e-43
Funkioside_C,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,1.80398531670225e-47
"9,10-Epoxyoctadecanoic Acid",Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,7.96446843993464e-40
Pennogenin 3-O-beta-chacotrioside,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,3.95327896383433e-49
"(3,4-Dimustard acyl)-fructosyl-α-D-(6-mustard acyl)glucoside",Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,1.50538621719151e-50
N-Acetyl-L-leucine,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,5.09658456551671e-44
Coniferaldehyde,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,2.30258843903278e-18
"3,4-Dimethoxybenzamide",Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,1.10641681090725e-36
4-Pyridoxic acid,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,1.49955530586715e-31
Oleamide (9-Octadecenamide),Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,1.69872734477587e-47
"Tricin (5,7,4'-Trihydroxy-3',5'-dimethoxyflavone)",Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,2.16442465968128e-46
6-Methyldiosgenin 3-O-glucopyranoside,Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,1,4.35606715183102e-34
"D-Arabinono-1,4-lactone","Quercetin3,7-diglucoside",1,5.98823172187913e-17
9-Oxononanoic acid,"Quercetin3,7-diglucoside",1,1.82175772641369e-19
Tetradecanedioic acid,"Quercetin3,7-diglucoside",1,1.13178487819238e-21
"13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid","Quercetin3,7-diglucoside",1,1.53198237222613e-22
"2-(3,4-dihydroxyphenyl)ethanediol 1-O-β-D-glucopyranoside","Quercetin3,7-diglucoside",1,7.50903403540338e-17
Genistein-7-O-Glucoside (Genistin),"Quercetin3,7-diglucoside",1,5.64604562524141e-19
Taxifolin-3'-O-glucoside,"Quercetin3,7-diglucoside",1,3.81796534518227e-24
Isorhamnetin-3-O-(6''-acetylglucoside),"Quercetin3,7-diglucoside",1,6.23538969116701e-19
3-O-Feruloylquinic acid-O-glucoside,"Quercetin3,7-diglucoside",1,8.61499670863109e-23
Olivil-4'-O-glucoside,"Quercetin3,7-diglucoside",1,1.68438326957317e-22
Myricetin-3-O-rutinoside,"Quercetin3,7-diglucoside",1,1.91028693692746e-29
"Pinoresinol-4,4'-O-di-O-glucoside","Quercetin3,7-diglucoside",1,1.20413157708548e-21
Funkioside_C,"Quercetin3,7-diglucoside",1,1.28771118971727e-25
"9,10-Epoxyoctadecanoic Acid","Quercetin3,7-diglucoside",1,9.32432969275345e-21
Pennogenin 3-O-beta-chacotrioside,"Quercetin3,7-diglucoside",1,1.01529921817682e-22
"(3,4-Dimustard acyl)-fructosyl-α-D-(6-mustard acyl)glucoside","Quercetin3,7-diglucoside",1,6.75468729885597e-23
N-Acetyl-L-leucine,"Quercetin3,7-diglucoside",1,2.45386411431841e-22
"3,4-Dimethoxybenzamide","Quercetin3,7-diglucoside",1,8.44615836662197e-21
4-Pyridoxic acid,"Quercetin3,7-diglucoside",1,5.12375452940916e-21
Oleamide (9-Octadecenamide),"Quercetin3,7-diglucoside",1,3.34690077462348e-23
"Tricin (5,7,4'-Trihydroxy-3',5'-dimethoxyflavone)","Quercetin3,7-diglucoside",1,1.57332804105455e-24
6-Methyldiosgenin 3-O-glucopyranoside,"Quercetin3,7-diglucoside",1,2.30925396563861e-20
Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,"Quercetin3,7-diglucoside",1,1.76551072602743e-26
"D-Arabinono-1,4-lactone",Baimaside,1,2.47968504460979e-17
9-Oxononanoic acid,Baimaside,1,4.63139053842191e-21
Tetradecanedioic acid,Baimaside,1,1.28599076982846e-23
"13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid",Baimaside,1,2.8186959185101e-24
Genistein-7-O-Glucoside (Genistin),Baimaside,1,1.32276332400749e-19
Taxifolin-3'-O-glucoside,Baimaside,1,2.0669381157413e-28
Isorhamnetin-3-O-(6''-acetylglucoside),Baimaside,1,2.81631910540277e-20
3-O-Feruloylquinic acid-O-glucoside,Baimaside,1,9.18498728375744e-25
Olivil-4'-O-glucoside,Baimaside,1,1.7971920595926e-24
Myricetin-3-O-rutinoside,Baimaside,1,1.33476532988127e-28
"Pinoresinol-4,4'-O-di-O-glucoside",Baimaside,1,1.45556711524499e-23
Funkioside_C,Baimaside,1,1.03504682538818e-25
"9,10-Epoxyoctadecanoic Acid",Baimaside,1,9.90609744572494e-22
Pennogenin 3-O-beta-chacotrioside,Baimaside,1,3.94340464433597e-24
"(3,4-Dimustard acyl)-fructosyl-α-D-(6-mustard acyl)glucoside",Baimaside,1,1.50488331673865e-24
N-Acetyl-L-leucine,Baimaside,1,5.55483347110447e-24
"3,4-Dimethoxybenzamide",Baimaside,1,4.19827169637002e-22
4-Pyridoxic acid,Baimaside,1,9.56878646086939e-20
Oleamide (9-Octadecenamide),Baimaside,1,9.18498728375744e-25
"Tricin (5,7,4'-Trihydroxy-3',5'-dimethoxyflavone)",Baimaside,1,7.9080571407135e-26
6-Methyldiosgenin 3-O-glucopyranoside,Baimaside,1,4.65204027185299e-20
Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,Baimaside,1,2.74343265574324e-28
"Quercetin3,7-diglucoside",Baimaside,1,1.06738156732598e-35
Uridine 5'-monophosphate disodium salt,Isorhamnetin-3-O-sophoroside,1,9.64152735308715e-20
Kaempferol-3-O-galactoside (Trifolin),Isorhamnetin-3-O-sophoroside,1,3.27187628498861e-20
Chrysoeriol-5-O-glucoside,Isorhamnetin-3-O-sophoroside,1,1.50526066338332e-17
Quercetin-7-O-glucoside,Isorhamnetin-3-O-sophoroside,1,2.46316721924496e-18
Quercetin-3-O-glucoside (Isoquercitrin),Isorhamnetin-3-O-sophoroside,1,2.44920861203866e-17
6-Hydroxyluteolin 5-glucoside,Isorhamnetin-3-O-sophoroside,1,1.98308785048012e-17
Kaempferol-3-O-glucoside (Astragalin),Isorhamnetin-3-O-sophoroside,1,8.91315652114668e-17
Isohyperoside,Isorhamnetin-3-O-sophoroside,1,1.21482434786874e-21
Isoquercetin,Isorhamnetin-3-O-sophoroside,1,1.01228296400004e-20
Nepetin-7-O-glucoside,Isorhamnetin-3-O-sophoroside,1,3.84470405089347e-21
3-Hydroxybutyric acid,Prosapogenin A,1,2.86122793464267e-20
9-Oxononanoic acid,Prosapogenin A,1,3.85801537779514e-20
Tetradecanedioic acid,Prosapogenin A,1,4.51562373161057e-21
"13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid",Prosapogenin A,1,6.80870752084513e-21
"2-(3,4-dihydroxyphenyl)ethanediol 1-O-β-D-glucopyranoside",Prosapogenin A,1,1.1307617228808e-18
Genistein-7-O-Glucoside (Genistin),Prosapogenin A,1,3.53939340522035e-20
3-O-Feruloylquinic acid-O-glucoside,Prosapogenin A,1,1.1259965644775e-20
Olivil-4'-O-glucoside,Prosapogenin A,1,2.08161738945008e-20
"Pinoresinol-4,4'-O-di-O-glucoside",Prosapogenin A,1,1.34271315414878e-19
Funkioside_C,Prosapogenin A,1,4.90469231044556e-22
"9,10-Epoxyoctadecanoic Acid",Prosapogenin A,1,6.67740288952953e-22
Pennogenin 3-O-beta-chacotrioside,Prosapogenin A,1,3.34690077462348e-23
"(3,4-Dimustard acyl)-fructosyl-α-D-(6-mustard acyl)glucoside",Prosapogenin A,1,7.316522037651e-24
N-Acetyl-L-leucine,Prosapogenin A,1,2.31949607512055e-21
"3,4-Dimethoxybenzamide",Prosapogenin A,1,8.54310172515833e-18
4-Pyridoxic acid,Prosapogenin A,1,1.26967749731393e-21
Oleamide (9-Octadecenamide),Prosapogenin A,1,1.23648546254433e-21
"Tricin (5,7,4'-Trihydroxy-3',5'-dimethoxyflavone)",Prosapogenin A,1,7.33123159547267e-20
Diosgenin glucoside,Prosapogenin A,1,2.35758134703203e-19
6-Methyldiosgenin 3-O-glucopyranoside,Prosapogenin A,1,3.008324939005e-27
Isorhamnetin-3-O-(2''-O-xylosyl)glucoside,Prosapogenin A,1,8.6650469950977e-22
Borassoside D,Prosapogenin D3,1,1.73320332602798e-29
Solasodine 3-O-β-D-glucopyranoside,Solasonine,1,3.80840716596945e-40
6-Methyldiosgenin 3-O-glucopyranoside,Sceptrumgenin 3-O-Glucoside-Rhamnoside-Rhamnoside-Glucoside,1,1.66194987858765e-16
Prosapogenin A,Sceptrumgenin 3-O-Glucoside-Rhamnoside-Rhamnoside-Glucoside,1,1.85355305652589e-16
Bacteroides,ABC transporters,-1,4.42649314451111e-18
Prevotella,ABC transporters,-1,2.63805068482463e-16
ABC transporters,Amino sugar and nucleotide sugar metabolism,-1,5.39022662295059e-20
ABC transporters,Antifolate resistance,-1,2.1104875217303e-17
Aminoacyl-tRNA biosynthesis,Ascorbate and aldarate metabolism,-1,3.85801537779514e-20
Emergencia,Biofilm formation - Vibrio cholerae,-1,5.04072470221205e-22
Aminoacyl-tRNA biosynthesis,Biofilm formation - Vibrio cholerae,-1,2.32772574157378e-20
Biofilm formation - Vibrio cholerae,Carbon fixation in photosynthetic organisms,-1,3.80912841892436e-17
ABC transporters,Carbon fixation pathways in prokaryotes,-1,1.97401361389281e-16
Angelakisella,Cationic antimicrobial peptide (CAMP) resistance,-1,2.3840001010849e-20
Clostridium,Cationic antimicrobial peptide (CAMP) resistance,-1,2.28941735656527e-16
Emergencia,Cationic antimicrobial peptide (CAMP) resistance,-1,3.92050196974475e-19
Massilioclostridium,Cationic antimicrobial peptide (CAMP) resistance,-1,2.91065959387617e-17
Aminoacyl-tRNA biosynthesis,Cationic antimicrobial peptide (CAMP) resistance,-1,9.5092164368176e-17
Biosynthesis of antibiotics,Cationic antimicrobial peptide (CAMP) resistance,-1,5.5330320140868e-18
Arginine and proline metabolism,Cell cycle - Caulobacter,-1,4.88550588866575e-18
Ascorbate and aldarate metabolism,Cell cycle - Caulobacter,-1,1.32650175681701e-23
Biofilm formation - Pseudomonas aeruginosa,Cell cycle - Caulobacter,-1,1.19472609168383e-16
Biofilm formation - Vibrio cholerae,Cell cycle - Caulobacter,-1,4.39741650847105e-18
Ascorbate and aldarate metabolism,D-Glutamine and D-glutamate metabolism,-1,8.25501837029573e-17
Ascorbate and aldarate metabolism,DNA replication,-1,3.80915820957607e-19
Biofilm formation - Vibrio cholerae,DNA replication,-1,7.50128569409027e-20
Cationic antimicrobial peptide (CAMP) resistance,DNA replication,-1,3.32058922065703e-19
Amino sugar and nucleotide sugar metabolism,Fatty acid degradation,-1,4.69665139531064e-18
Angelakisella,Glutathione metabolism,-1,6.79081520661321e-20
Massilioclostridium,Glutathione metabolism,-1,8.50241575088489e-17
Biosynthesis of antibiotics,Glutathione metabolism,-1,2.0806939688857e-19
Arginine and proline metabolism,HIF-1 signaling pathway,-1,1.57304829139564e-17
Ascorbate and aldarate metabolism,HIF-1 signaling pathway,-1,5.21676067563869e-17
Fatty acid degradation,Histidine metabolism,-1,1.45772942964863e-19
Insulin resistance,Lipopolysaccharide biosynthesis,-1,1.69088145542466e-16
Glutathione metabolism,Lysine biosynthesis,-1,7.2895300584914e-17
Biosynthesis of amino acids,Lysine degradation,-1,4.12294463225842e-19
Biosynthesis of antibiotics,Lysine degradation,-1,8.03587239068165e-19
Biosynthesis of secondary metabolites,Lysine degradation,-1,2.81729838558737e-18
ABC transporters,Lysosome,-1,2.36880477838778e-16
Prevotellamassilia,Microbial metabolism in diverse environments,-1,6.46976722668438e-18
Biosynthesis of antibiotics,Microbial metabolism in diverse environments,-1,4.43290027628759e-17
Cationic antimicrobial peptide (CAMP) resistance,Necroptosis,-1,1.37318275718149e-19
Glutathione metabolism,Necroptosis,-1,1.16251683008945e-18
Aminoacyl-tRNA biosynthesis,Nitrogen metabolism,-1,9.79266226370741e-17
Base excision repair,Nitrogen metabolism,-1,1.89834861460746e-17
Cell cycle - Caulobacter,Nitrogen metabolism,-1,6.79081520661321e-20
HIF-1 signaling pathway,Nitrogen metabolism,-1,3.35155273917228e-18
Ascorbate and aldarate metabolism,Nucleotide excision repair,-1,9.47448318036138e-22
Biofilm formation - Vibrio cholerae,Nucleotide excision repair,-1,5.62218394287466e-22
Cationic antimicrobial peptide (CAMP) resistance,Nucleotide excision repair,-1,6.94849196341021e-18
Nitrogen metabolism,Nucleotide excision repair,-1,3.95646951969861e-18
ABC transporters,One carbon pool by folate,-1,1.43948689448756e-18
Biofilm formation - Escherichia coli,One carbon pool by folate,-1,3.92050196974475e-19
Biofilm formation - Pseudomonas aeruginosa,One carbon pool by folate,-1,3.43419120680039e-17
Degradation of aromatic compounds,One carbon pool by folate,-1,6.99257194023213e-17
ABC transporters,Other glycan degradation,-1,1.89038825021833e-19
Aminoacyl-tRNA biosynthesis,Pentose and glucuronate interconversions,-1,6.20687683878903e-17
Base excision repair,Pentose and glucuronate interconversions,-1,2.07146273791615e-17
Nucleotide excision repair,Pentose and glucuronate interconversions,-1,2.26352831567945e-16
Biofilm formation - Vibrio cholerae,Peptidoglycan biosynthesis,-1,1.48641520936352e-17
Aminoacyl-tRNA biosynthesis,Phenylalanine metabolism,-1,1.15389804975565e-17
Cell cycle - Caulobacter,Phenylalanine metabolism,-1,2.59295022061961e-19
HIF-1 signaling pathway,Phenylalanine metabolism,-1,1.31835397770752e-17
Nucleotide excision repair,Phenylalanine metabolism,-1,1.95851205577767e-17
Butanoate metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",-1,2.2764374341768e-16
Lysine degradation,"Phenylalanine, tyrosine and tryptophan biosynthesis",-1,2.07814018563073e-16
Aminoacyl-tRNA biosynthesis,Phosphonate and phosphinate metabolism,-1,8.41021872429049e-20
Cell cycle - Caulobacter,Phosphonate and phosphinate metabolism,-1,1.02031786927688e-16
HIF-1 signaling pathway,Phosphonate and phosphinate metabolism,-1,2.38933390063382e-17
Nucleotide excision repair,Phosphonate and phosphinate metabolism,-1,4.57467613601394e-18
Peptidoglycan biosynthesis,Phosphonate and phosphinate metabolism,-1,8.86078864916401e-17
Culturomica,Phosphotransferase system (PTS),-1,1.47707787588069e-17
Prevotella,Phosphotransferase system (PTS),-1,4.14955309538972e-21
Prevotellamassilia,Phosphotransferase system (PTS),-1,1.90441030503557e-19
Antifolate resistance,Phosphotransferase system (PTS),-1,4.51483841139712e-18
D-Glutamine and D-glutamate metabolism,Phosphotransferase system (PTS),-1,1.98308785048012e-17
One carbon pool by folate,Phosphotransferase system (PTS),-1,8.44615836662197e-21
Prevotella,Propanoate metabolism,-1,1.12702480254501e-16
Prevotellamassilia,Propanoate metabolism,-1,3.59056037723539e-22
Cell cycle - Caulobacter,Propanoate metabolism,-1,2.04285773232309e-16
One carbon pool by folate,Propanoate metabolism,-1,2.74447956332302e-16
Ascorbate and aldarate metabolism,Protein export,-1,5.85934432396045e-21
Nitrogen metabolism,Protein export,-1,1.34705870696492e-20
Other glycan degradation,Quorum sensing,-1,6.23538969116701e-19
Phenylalanine metabolism,RNA degradation,-1,7.13089002321674e-18
Ascorbate and aldarate metabolism,RNA polymerase,-1,6.54931064336304e-17
Pentose and glucuronate interconversions,RNA polymerase,-1,5.21662647407401e-18
Phosphonate and phosphinate metabolism,RNA polymerase,-1,1.00892981674685e-19
Ascorbate and aldarate metabolism,Ribosome,-1,9.49657483686561e-20
Biofilm formation - Vibrio cholerae,Ribosome,-1,2.49505983849669e-17
Nitrogen metabolism,Ribosome,-1,1.21804544462171e-19
Phenylalanine metabolism,Ribosome,-1,6.31906059829601e-17
Phosphonate and phosphinate metabolism,Ribosome,-1,4.30370908511805e-20
Quorum sensing,Sphingolipid metabolism,-1,1.33429248329645e-16
One carbon pool by folate,Sulfur metabolism,-1,5.47356308998344e-17
Bacteroides,Sulfur relay system,-1,1.64477561002108e-24
Amino sugar and nucleotide sugar metabolism,Sulfur relay system,-1,7.9713276146557e-21
Glycosaminoglycan degradation,Sulfur relay system,-1,1.73288905058569e-22
Glycosphingolipid biosynthesis - ganglio series,Sulfur relay system,-1,1.08605484814165e-22
Glycosphingolipid biosynthesis - globo and isoglobo series,Sulfur relay system,-1,6.75468729885597e-23
Lysosome,Sulfur relay system,-1,1.20359791408393e-24
Other glycan degradation,Sulfur relay system,-1,7.33434779942879e-27
Sphingolipid metabolism,Sulfur relay system,-1,1.56800360445268e-21
Ascorbate and aldarate metabolism,Thiamine metabolism,-1,1.41484738307979e-19
Biofilm formation - Vibrio cholerae,Thiamine metabolism,-1,1.40431840943017e-19
Cationic antimicrobial peptide (CAMP) resistance,Thiamine metabolism,-1,1.51030499582201e-18
Glutathione metabolism,Thiamine metabolism,-1,1.56891088253018e-16
Phenylalanine metabolism,Thiamine metabolism,-1,4.52595307004738e-19
Biosynthesis of antibiotics,Tryptophan metabolism,-1,7.79319440686943e-20
Biosynthesis of secondary metabolites,Tryptophan metabolism,-1,2.28941735656527e-16
Lysine biosynthesis,Tryptophan metabolism,-1,3.1334720334602e-19
Necroptosis,Tryptophan metabolism,-1,1.73081714754236e-20
Ascorbate and aldarate metabolism,Tuberculosis,-1,9.01878713897939e-17
Cationic antimicrobial peptide (CAMP) resistance,Tuberculosis,-1,1.06926214424964e-16
Phosphonate and phosphinate metabolism,Tuberculosis,-1,1.26117576580047e-17
Aminoacyl-tRNA biosynthesis,Two-component system,-1,2.34035514866044e-19
Cell cycle - Caulobacter,Two-component system,-1,8.94821745853179e-21
Nucleotide excision repair,Two-component system,-1,3.5347091490119e-18
Thiamine metabolism,Two-component system,-1,1.44940349084079e-17
Antifolate resistance,Tyrosine metabolism,-1,7.78084081486159e-17
One carbon pool by folate,Tyrosine metabolism,-1,6.80870752084513e-21
RNA degradation,Tyrosine metabolism,-1,3.43419120680039e-17
Necroptosis,Ubiquinone and other terpenoid-quinone biosynthesis,-1,6.94041306260401e-24
Lipopolysaccharide biosynthesis,Vancomycin resistance,-1,1.23720729403147e-16
Sulfur relay system,Various types of N-glycan biosynthesis,-1,2.59525025836166e-22
Necroptosis,beta-Alanine metabolism,-1,5.73498647221265e-24
